자치구,브랜드,지점명,소재지,latitude,longitude
종로구,CU,광화문광장점,서울특별시 종로구 신문로1가 1-1번지,37.5704807,126.9761834
종로구,CU,내자중앙점,서울특별시 종로구 내자동 61-1번지,37.5762968,126.9721561
종로구,CU,대학로광장점,서울특별시 종로구 혜화동 93번지,37.5860467,127.0013856
종로구,CU,동대문역점,서울특별시 종로구 창신동 464-16번지,37.5712577,127.0109839
종로구,CU,동숭아트점,서울특별시 종로구 동숭동 28번지,37.5831662,127.0038384
종로구,CU,마로니에점,서울특별시 종로구 연건동 78-2번지,37.578413,127.001919
종로구,CU,명륜성대점,서울특별시 종로구 명륜4가 187번지,37.5825421,126.9987685
종로구,CU,종로공원점,"서울 종로구 율곡로271,(종로6가) 1층",37.5709015,127.0070572
종로구,CU,종로삼청점,서울특별시 종로구 삼청동 22번지,37.5871106,126.9818114
종로구,CU,종로신교점,서울특별시 종로구 신교동 36번지 수만빌리지,37.5836934,126.9696423
종로구,CU,종로중앙점,서울특별시 종로구 관철동 14-10번지,37.5696989,126.9859123
종로구,CU,종로배화점,서울특별시 종로구 필운동41번지,37.5779637,126.9675036
종로구,CU,종로국악당점,서울특별시 종로구 와룡동25번지,37.5767779,126.9908906
종로구,CU,종로원서점,서울특별시 종로구 원서동45번지,37.5828355,126.9893358
종로구,CU,평창북악점,서울특별시 종로구 평창동97-9번지,37.6116207,126.974757
종로구,CU,종로행촌점,서울특별시 종로구 행촌동210-113번지,37.5750409,126.9619386
종로구,GS25,상명사랑,서울 종로구 홍지동 94-2 1층,37.6001569,126.9585319
종로구,GS25,종로누하,서울 종로구 필운대로 39(누하동 57-2),37.579673,126.9692219
종로구,GS25,종로도렴점,서울 종로구 도렴동 110-1번지 103호,37.5730367,126.9740729
종로구,미니스톱,종로북촌점,서울특별시 종로구 계동(가회동) 115-1,37.580293,126.9840428
종로구,미니스톱,종로육의전점,서울특별시 종로구 종로2가(종로1.2.3.4가동) 44,37.5741642,126.9897294
종로구,미니스톱,종로효제점,서울특별시 종로구 종로6가(종로5.6가동) 238-6,37.5730662,127.0044068
종로구,미니스톱,종로6가점,서울특별시 종로구 종로6가(종로5.6가동) 247-1,37.5730662,127.0044068
종로구,미니스톱,동대문역점,서울특별시 종로구 창신동(창신1동) 154-1,37.579406,127.015114
종로구,미니스톱,종로충신점,서울특별시 종로구 충신동(종로5.6가동) 52-2,37.574082,127.006292
종로구,세븐일레븐,성대점 B,명륜동2가 135,35.2176114,129.084941
종로구,세븐일레븐,종로배화점,서울 종로구 필운동 163,37.5771707,126.9694447
종로구,세븐일레븐,종로인사점,인사동 131-101,37.5713896,126.9870195
종로구,세븐일레븐,혜화점,혜화동 111-7,37.585815,127.0005857
종로구,세븐일레븐,세븐일레븐 평창점,서울시 종로구 평창동 343-1,37.6069519,126.965858
종로구,세븐일레븐,세븐일레븐 대학로카페점,서울시 종로구 동숭길 143 1층 101호,37.5832572,127.0024464
중구,CU,남대문로5가점,서울특별시 중구 남대문로5가 84-6번지,37.5575572,126.9733986
중구,CU,남대문점,서울특별시 중구 남대문로3가 85번지,37.561163,126.9776493
중구,CU,명동화이자점,서울특별시 중구 회현동3가 1-9번지,37.5605425,126.9843695
중구,CU,순화점,서울특별시 중구 순화동 1-104번지,37.5643647,126.9689094
중구,CU,중구필동점,서울 중구 서애로21 1층,37.5604061,126.9974344
중구,CU,중구회현점,서울특별시 중구 회현동1가 190번지,37.5592042,126.9798687
중구,CU,청구대로점,서울특별시 중구 신당동 336-3번지,37.5592923,127.0128412
중구,CU,청구역점,서울특별시 중구 신당동 387-3번지,37.5609962,127.0120686
중구,GS25,북창,서울 중구 북창동 98,37.5621999,126.9775384
중구,GS25,신당삼성,서울 중구 신당동 843 삼성@ 2동B 101호,37.5581685,127.0178958
중구,미니스톱,서울시청역점,서울특별시 중구 서소문동(소공동) 21-1,37.5641137,126.9811843
중구,미니스톱,남산점,서울특별시 중구 남산동2가(명동) 27-1,37.5586557,126.9858488
중구,미니스톱,신당점,서울특별시 중구 신당동(약수동) 348-152,37.5513128,127.0109839
중구,미니스톱,약수역점,서울특별시 중구 신당동(약수동) 368-67,37.5513128,127.0109839
중구,미니스톱,동대후문점,서울특별시 중구 충무로5가(필동) 85-4,37.5628465,126.9996461
중구,세븐일레븐,남대문본점,남대문로5가6-23 24번지,37.5581953,126.9731077
중구,세븐일레븐,남대문점,남대문로5가 21-1번지 신남문 빌딩,37.5590079,126.9748867
중구,세븐일레븐,남산쌍용점,회현동2가87 B-102호,37.5594019,126.9832186
중구,세븐일레븐,동대입구역점,서울시 중구 장충동2가 193-239,37.5589284,127.0026601
중구,세븐일레븐,명동본점,을지로2가 195-3번지 한양빌딩 103호,37.5648873,126.984497
중구,세븐일레븐,명동성당점,명동2가2-17,37.5637655,126.9857095
중구,세븐일레븐,명동포스트타워점,충무로1가소공로 66 101호,37.5670615,126.9927283
중구,세븐일레븐,서소문점 B,서소문동 57-7 대건빌당 101,37.5628744,126.9724091
중구,세븐일레븐,중구스카이점,충무로2가62-10 청방빌딩 1층,37.5613826,126.9872174
중구,세븐일레븐,중구초동점,초동16-9,,
중구,세븐일레븐,중국대사관점,서울특별시 중구 명동2가 남대문로 68  1층2층,37.56311549999999,126.9822097
중구,세븐일레븐,충무퇴계점,충무로4가 132-3,37.5616555,126.9950742
중구,GS25,숭례문점,"서울 중구 남대문로 7 (남대문로4가 17-10, 흥국생명남대문2호별관1층)",37.56084269999999,126.9765685
중구,GS25,버티고개역점,"서울 중구 동호로17길 295, 1층 일부 (신당동 366-440)",37.5483231,127.006994
중구,GS25,청계천패션점,"서울 중구 청계천로 318, 가동 1층 53호 (신당동 217-92, 동평화의류상가)",37.5694499,127.013328
중구,CU,중구약수점,서울특별시 중구 신당동347-332번지,37.5557471,127.0123558
중구,세븐일레븐,세븐일레븐 무교점,서울 중구 무교동 21-3(정오빌딩),37.5670487,126.9793908
중구,세븐일레븐,세븐일레븐 충정로2호점,서울 중구 중림동 244 충정로 삼성APT 상가 103,37.5572954,126.9655633
중구,세븐일레븐,세븐일레븐 남산2호점,서울 중구 예장동 8-35,37.5594414,126.9882487
중구,세븐일레븐,세븐일레븐 중구황학동점,서울 중구 황학동 마장로 89,37.5684949,127.019835
용산구,CU,숙대도서관점,서울특별시 용산구 청파동3가 114-3번지,37.5441641,126.9668054
용산구,CU,신용산점,서울특별시 용산구 한강로2가 93-4번지 108호,37.5318881,126.9708242
용산구,CU,용산보광점,서울특별시 용산구 보광동 22-1번지,37.52710829999999,127.0025044
용산구,CU,용산신창점,서울특별시 용산구 신창동 59-4번지,37.5352715,126.955654
용산구,CU,용산원효로점,서울특별시 용산구 원효로4가 117-8번지,37.5327597,126.9521268
용산구,CU,용산자이점 ,서울특별시 용산구 삼개로 60,37.5350071,126.9472312
용산구,CU,용산한강로점,서울특별시 용산구 한강로2가 2-11번지 한강로대우아이빌,37.5316778,126.9688047
용산구,CU,용산한강진,서울 용산구 이태원로 54길 11,37.5379134,127.0021614
용산구,CU,용산한남점,서울특별시 용산구 한남동 795-2번지 102호,37.5424234,127.0026856
용산구,CU,용산해방촌점,서울특별시 용산구 용산동2가 39-16번지,37.5419221,126.9871708
용산구,CU,원효대로점,서울특별시 용산구 원효로3가 56-4번지,37.5336441,126.9582851
용산구,CU,원효로2가점,서울특별시 용산구 원효로2가 61-7번지,37.5349649,126.9633556
용산구,CU,이태원햇살점,서울특별시 용산구 이태원동 368-4번지,37.5368836,126.9887314
용산구,CU,이태원힐점,서울특별시 용산구 이태원동 20-5번지,37.5315156,126.9967394
용산구,CU,한강로벽산점,서울특별시 용산구 한강로2가 2-8번지 벽산메가트리움 104동 201호,37.5321357,126.9697278
용산구,CU,동부이촌점,서울특별시 용산구 이촌동300-23번지 한강맨숀,37.5193297,126.9750267
용산구,GS25,용산그린,서울특별시 용산구 갈월동 53-19그린빌파크101-B,37.5455178,126.9739188
용산구,GS25,한강이촌2호점,서울특별시 용산구 이촌로72길 62 (이촌동 302-17),37.51725210000001,126.9705778
용산구,GS25,한강이촌1호점,서울특별시 용산구 이촌동 362-1번지,37.5152521,126.981733
용산구,미니스톱,서울역점,서울특별시 용산구 청파로 395,37.554863,126.9687355
용산구,미니스톱,용산시티점,서울특별시 용산구 서빙고로 35,37.525111,126.9691452
용산구,미니스톱,원효로점,서울특별시 용산구 원효로53길 8,37.5360543,126.9621369
용산구,미니스톱,동부이촌점,"서울특별시 용산구 이촌로 303 현대A 제21동 제104호-나호, 제105호-가호",37.5185916,126.9808381
용산구,세븐일레븐,산천점,"서울특별시 용산구 산천동 77-4, 78-1, 79",37.5344124,126.951698
용산구,세븐일레븐,용산만리재점,서울특별시 용산구 서계동 237-7,37.5532396,126.964804
용산구,세븐일레븐,용산아이파크몰점,서울특별시 용산구 한강로3가40-999 IPark Mall 3층 980호,37.529557,126.9641567
용산구,세븐일레븐,용산아크로타워점,서울특별시 용산구 문배동 24-21 용산아크로타워 103,37.5367533,126.9685517
용산구,세븐일레븐,용산후암진흥점,서울특별시 용산구 후암동 105-64,37.5485477,126.9775586
용산구,세븐일레븐,한남UN점,서울특별시 용산구 한남동 28-11,37.5342721,127.0101175
용산구,세븐일레븐,세븐일레븐 청파제일점,서울특별시 용산구 청파로73길 7 1층,37.549794,126.969246
용산구,세븐일레븐,세븐일레븐 보광우사단로점,서울특별시 용산구 보광동 238-1,37.5305789,126.9974226
용산구,세븐일레븐,세븐일레븐 용산서부이촌점,서울특별시 용산구 이촌로14길 11-6 101호,37.5270531,126.9543232
용산구,세븐일레븐,세븐일레븐 숙대사랑점,서울특별시 용산구 청파동2가 청파로 47나길 35,37.5464438,126.9674036
성동구,CU,마장현대점," 마장로 39길36(마장동, 안민빌딩109호)",37.5681119,127.0436936
성동구,CU,성동금호점, 장터길34(금호동4가1192),37.5480912,127.0195819
성동구,CU,성동신한점," 고산자로269(도선동, 신한넥스텔 102호)",37.5632824,127.0329086
성동구,CU,왕십리도선점, 무학로2길41(도선동148),37.5628919,127.0343243
성동구,CU,왕십리한양점, 마조로1길32(행당동 4-11),37.5602443,127.0394679
성동구,CU,금호두산점, 행당로35(금호1가동128-1),37.5559728,127.0234732
성동구,GS25,성수햇살, 성덕정길128(성수2가 223-11),37.536509,127.0575943
성동구,GS25,한양여대, 사근동10길16(사근동 190-11),37.5603824,127.0490768
성동구,GS25,상왕십리역점," 왕십리로 지하 374, 207-02호(하왕십리동, 상왕십리역)",37.5645,127.028872
성동구,GS25,한양대후문점, 사근동길10(행당동 16-15),37.5602099,127.0422308
성동구,GS25,행당벽산점," 행당로6길 2, 1층101,102호  (금호동1가, 종합사회복지관상가동)",37.5543445,127.025839
성동구,미니스톱,용답중앙점, 용답9길7-1(용답동152-9),37.5652514,127.0508077
성동구,미니스톱,성동도선점, 왕십리로20길26(도선동4-3),37.5640073,127.035589
성동구,미니스톱,뚝섬점, 상원8길1(성수1가 13-104),37.5489175,127.048284
성동구,미니스톱,디지털타워점, 성수일로4길25(성수2가 308-4),37.542575,127.0519572
성동구,미니스톱,성수2가점, 광나루로238(성수2가289-1),37.544577,127.055991
성동구,세븐일레븐,성수영동교점, 성덕정길145(성수동2가 228-1),37.5365627,127.0595544
성동구,세븐일레븐,왕십리제일점, 무학봉15가길7(하왕십리동985-9),37.5610984,127.0302925
성동구,세븐일레븐,한양본점, 마조로5길8(행당동 4-27),37.5601491,127.0402289
광진구,CU,화양중앙점,서울특별시 광진구 능동로13길 69(화양동 33-40),37.544706,127.0690955
광진구,CU,화양사거리점,서울특별시 광진구 동일로 174(화양동23-7),37.5477001,127.0714694
광진구,CU,세종대학생회관점,"서울특별시 광진구 능동로 209, 세종대학 생 학생회관 내(군자동 98) ",37.54926990000001,127.0741029
광진구,CU,중곡빌리지점,서울특별시 광진구 용마산로3길 32(중곡동121-43),37.5561954,127.0862094
광진구,CU,중곡3동,서울시 광진구 면목로17길 6(중곡동 559-4),37.5705712,127.0828139
광진구,CU,장신대점,서울특별시 광진구 광장로 71-1(광장동 285-7),37.5477346,127.105116
광진구,CU,구의크레신점,"서울특별시 광진구 아차산로 375, 크레신타워3차(구의동 246-14)",37.5370435,127.0843831
광진구,CU,자양명성점,서울특별시 광진구 뚝섬로 620(자양동 606-17),37.5322163,127.0784415
광진구,CU,자양태성점,"서울특별시 광진구 뚝섬로34길 25-19, 현대10차홈타운 상가동 101호(자양동 792) ",37.5334492,127.0704997
광진구,CU,자양리안점,서울 광진구 동일로18길 11(자양동 24-5),37.541383,127.0638667
광진구,GS25,건국,서울 광진구 광나루로24길 14(화양동 495-17),37.545657,127.0762465
광진구,GS25,건대수정,서울 광진구 능동로13길 15(화양동 11-1),37.542787,127.0709054
광진구,GS25,화양한아름,서울 광진구 군자로3길 14(화양동 15-20),37.544674,127.0704441
광진구,GS25,군자행운,서울 광진구 군자로 141(군자동 48-24),37.5543277,127.0748064
광진구,GS25,건대호수,서울 광진구 아차산로39길 16(자양동 225-90),37.5387629,127.076811
광진구,GS25,자양스타,서울 광진구 자양로13길 47(자양동 631),37.5341451,127.0819108
광진구,GS25,자양강변,서울 광진구 뚝섬로52라길 3(자양동 639-11),37.5299083,127.078801
광진구,미니스톱,구의명성점,광진구 아차산로51길 62 (구의동 248-138) ,37.541112,127.0861188
광진구,세븐일레븐,건대예술점,서울 광진구 능동로 143(화양동 3-21),37.5435958,127.0720377
광진구,세븐일레븐,건대제일점,서울 광진구 동일로22길 59(화양동 47-67),37.5417172,127.0676461
광진구,씨스페이스,중곡2점, 서울시 광진구 능동로 442 (중곡동 29-56),37.554937,127.0919282
광진구,씨스페이스,중곡대원점, 서울시 광진구 용마산로8가길 25 (중곡동 147-42),37.5607529,127.088605
광진구,씨스페이스,터미널점, 서울시 광진구 강변역로 50 (구의동 546-1),37.5339173,127.0935856
동대문구,CU,경동사거리점,서울특별시 동대문구 용두동 52-1,37.5774709,127.0374553
동대문구,CU,경동시장점,서울특별시 동대문구 용두동 24-1,37.57795050000001,127.0388037
동대문구,CU,고대어진재점,서울특별시 동대문구 회기로 14 1층,37.5909693,127.0379118
동대문구,CU,답십리대림점,서울특별시 동대문구 답십리동 765,37.5709008,127.0648744
동대문구,CU,답십리매트로점,서울특별시 동대문구 답십리동 497-1,37.56948240000001,127.0503437
동대문구,CU,신설교보점,서울특별시 동대문구 신설동 98-32번지 교보재단빌딩,37.5758751,127.0248828
동대문구,CU,신설베르빌점,서울특별시 동대문구 신설동 97-8번지 102호,37.5745946,127.0263487
동대문구,CU,용두래미안점,"서울특별시 동대문구 천호대로27길 8-5, (용두동) 1층",37.5744852,127.037577
동대문구,CU,용두안암점,서울특별시 동대문구 용두동 233-14번지,37.577797,127.0279574
동대문구,CU,용두으뜸점,서울특별시 동대문구 용두동 730-1번지,37.5812442,127.0278127
동대문구,CU,용두허브리츠점,서울특별시 동대문구 용두동 792-3번지 삼성래미안허브리츠단지 상가 101호,37.5752697,127.0360276
동대문구,CU,이문독구말,서울특별시 동대문구 이문동 299-7,37.59781419999999,127.0630425
동대문구,CU,장안쉐르빌점,서울특별시 동대문구 장안동 385-1번지,37.5714764,127.0691816
동대문구,CU,제기원룸점,서울시 동대문구 제기로6길 4(제기동 138-14),37.5862048,127.0343762
동대문구,CU,회기역점,서울특별시 동대문구 휘경동 319-13번지,37.589759,127.0568131
동대문구,CU,장안포레스트점,서울특별시 동대문구 장안동466-5번지 장안푸르미에,37.5613296,127.0698218
동대문구,CU,용두대박점,서울특별시 동대문구 용두동102-117번지,37.5757518,127.0324587
동대문구,GS25,답십리한신,"서울 동대문구 한천로17길 23, 1층(답십리2동 4-73)",37.5699133,127.0628028
동대문구,GS25,동대문용두,서울 동대문구 천호대로31길 50(용두동 39-419),37.5756079,127.0414255
동대문구,GS25,동대문장안,서울특별시 동대문구 장안동 305-1,37.5751317,127.0716373
동대문구,GS25,장안스타,서울 동대문구 천호대로89길 16(장안1동 458-1),37.5624157,127.0684913
동대문구,GS25,장안햇살,"서울 동대문구 장한로17길 9 (장안1동 375-8, 장안동공감대빌딩)",37.5675807,127.0680075
동대문구,GS25,전농삼성,"서울 동대문구 사가정로13가길 29, 1층(전농2동 53-21)",37.5795331,127.0596125
동대문구,GS25,제기정화,"서울 동대문구 제기로20길 32, 정화슈퍼(제기동 314)",37.58518530000001,127.0414784
동대문구,GS25,경희프라자점,"서울 동대문구 경희대로 23, 문화복지시설 101호 (회기동 1-5, 전면플라자)",37.5967122,127.0513948
동대문구,GS25,동대문신설점,서울특별시 동대문구 한빛로 24(신설동 25-1),37.577673,127.0256815
동대문구,GS25,동대문구청점,서울특별시 동대문구 고산자로28길 39,37.5749679,127.0404775
동대문구,GS25,휘경럭키,서울 동대문구 전농로38길 89 (휘경동 312-11),37.5879016,127.0562276
동대문구,미니스톱,장안벤처빌점,서울특별시 동대문구 장안동(장안1동) 374-11,37.5688166,127.0687843
동대문구,미니스톱,장안쉐르빌점,서울특별시 동대문구 장안동(장안1동) 384-3,37.570722,127.0695265
동대문구,미니스톱,장안3점,서울특별시 동대문구 장안동(장안1동) 403-1,37.5653941,127.0633059
동대문구,미니스톱,경희대정문점,서울특별시 동대문구 회기동(회기동) 39-4,37.5935136,127.0524889
동대문구,미니스톱,휘경주공점,서울 동대문구 휘경동 57-3 주공아파트 상가 103호,37.5831738,127.0686403
동대문구,세븐일레븐,경희대2호점,서울특별시 동대문구 회기동 16-92,37.5916201,127.0528859
동대문구,세븐일레븐,경희대3호점,서울특별시 동대문구 이문2동 264-326,37.5976714,127.0606828
동대문구,세븐일레븐,고대로데오점,서울특별시 동대문구 제기동137-37,37.5881595,127.0355112
동대문구,세븐일레븐,동대문경남점,서울특별시 동대문구 장한로22길 19  (장안동),37.5694857,127.0714444
동대문구,세븐일레븐,동대문답십리점,서울특별시 동대문구 답십리동 244-1,37.5731802,127.057218
동대문구,세븐일레븐,서울이문로점,서울특별시 동대문구 이문로 203  1층,37.604633,127.0617724
동대문구,세븐일레븐,신설3호점,서울특별시 동대문구 신설동 76-25,37.5763997,127.0244588
동대문구,세븐일레븐,신제기점,서울 동대문구 제기동 1158-33,37.578691,127.0331402
동대문구,세븐일레븐,외대앞역점,서울특별시 동대문구 이문동 82-13,37.5953844,127.0633413
동대문구,세븐일레븐,장안썬앤빌점,서울특별시 동대문구 장한로 91  1층 109호(장안동 373-3),37.5691797,127.0693603
동대문구,세븐일레븐,장안장평점,서울특별시 동대문구 장안동359-1,37.5659407,127.0695098
동대문구,세븐일레븐,장안해피트리점,서울특별시 동대문구 장안동 천호대로79길 30 1층,37.5637543,127.063287
동대문구,세븐일레븐,전농점,서울특별시 동대문구 전농동 645상가 101.102,37.5755241,127.0453333
동대문구,세븐일레븐,경희기숙사점,서울특별시 동대문구 이문동 346-5,37.5942588,127.0565347
동대문구,GS25,답십리청마루점,서울특별시 동대문구 답십리로59길 6,37.573021,127.0658614
중랑구,CU,면목중앙점,서울특별시 중랑구 면목동 409-47번지,37.5844806,127.0889376
중랑구,CU,면목행복점,서울특별시 중랑구 면목동 104-14번지,37.5887134,127.0910171
중랑구,CU,상봉듀오트리스점,서울특별시 중랑구 상봉2동 79-2번지,37.5941146,127.0836206
중랑구,CU,망우행복점,서울특별시 중랑구 망우동135-4번지 대원빌라,37.5929623,127.1023783
중랑구,CU,묵동먹골역점,서울특별시 중랑구 묵동172-26번지 영광주택 101호,37.613328,127.0788457
중랑구,GS25,망우금호,"서울특별시 중랑구 망우로 504, 1층",37.6002575,127.1080005
중랑구,GS25,망우으뜸,서울특별시 중랑구 망우로68길 56(망우동),37.5975068,127.1009065
중랑구,GS25,망우제일,서울특별시 중랑구 용마산로112길 37 (망우본동 366-4),37.6124235,127.1026093
중랑구,GS25,망우한마음,"서울특별시 중랑구 용마산로99길 9, 1층 코너(망우3동 531-24)",37.5918678,127.0974557
중랑구,GS25,면목사랑,"서울특별시 중랑구 면목로56길 30(면목3.8동 428-4, 햇님놀이방)",37.583868,127.0899581
중랑구,GS25,면목서일,서울특별시 중랑구 용마산로94길 31 (면목3.8동 46-12),37.587867,127.0964921
중랑구,GS25,면목한신,서울특별시 중랑구 면목동 178-30,37.5883978,127.0768267
중랑구,GS25,봉화산역,"서울특별시 중랑구 신내동 646 금강리빙스텔 104,105호",37.6118464,127.0949754
중랑구,GS25,사가정스타,서울특별시 중랑구 면목동 497-16,37.5818453,127.0881022
중랑구,GS25,중랑동부,"서울특별시 중랑구 신내로7가길 35, 상가동 104,105호 (상봉1동 495, 동부건영아파트)",37.6020164,127.093634
중랑구,GS25,중랑신내,서울특별시 중랑구 봉화산로56길 60(신내1동 410-9),37.6061272,127.0981226
중랑구,GS25,중랑팰리스점,서울특별시 중랑구 망우로 312-1,37.5969587,127.0903436
중랑구,GS25,용마파크,"서울특별시 중랑구 용마산로 248, 제B02호,제B03호(면목7동 1502-2)",37.5752265,127.088498
중랑구,GS25,중랑지웰,"서울특별시 중랑구 면목로69길 16, 101동 103호",37.58722390000001,127.0866405
중랑구,GS25,중화다미소점,"서울특별시 중랑구 동일로136길 10, 102~4호(중화1동 286-22, 청원다미소)",37.6020024,127.0799916
중랑구,GS25,상봉뉴월드점,"서울특별시 중랑구 망우로30길 3,  1층 110호(상봉2동 130-3, 뉴월드극장상가)",37.5932324,127.0746815
중랑구,미니스톱,상봉점,서울특별시 중랑구 상봉동(상봉2동) 88-25,37.5957314,127.0901791
중랑구,미니스톱,신내점,서울특별시 중랑구 신내동(신내1동) 613-71,37.6126006,127.1008186
중랑구,세븐일레븐,망우2호점,서울특별시 중랑구 망우동 183 1층,37.6026664,127.1076326
중랑구,세븐일레븐,망우점,서울특별시 중랑구 망우동 340-22,37.6006002,127.1033422
중랑구,세븐일레븐,면목2호점,서울특별시 중랑구 면목동 618-1,37.5797996,127.0887537
중랑구,세븐일레븐,면목로데오점,서울특별시 중랑구 면목동 185-9 1층,37.5923393,127.0766441
중랑구,세븐일레븐,면목한신점,서울특별시 중랑구 겸재로3길 5  1층(면목동),37.5862043,127.0763616
중랑구,세븐일레븐,상봉2점,서울특별시 중랑구 망우로50길 25  (상봉동),37.5959817,127.0893573
성북구,CU,고려대안암병원점,서울특별시 성북구 안암동5가 126-1번지,37.5871445,127.0269854
성북구,CU,동덕우체국점,서울특별시 성북구 하월곡동 73-21번지,37.6066684,127.0407654
성북구,CU,성북로데오점,서울특별시 성북구 동선동1가 100번지,37.5926293,127.0177476
성북구,CU,성북삼선점,서울 성북구 삼선교로 16길 48,37.5861597,127.0108192
성북구,CU,성북점,서울특별시 성북구 성북동 184-48번지,37.5906826,127.004346
성북구,CU,성신여대역점,서울특별시 성북구 동소문동6가 116번지,37.5926783,127.0156328
성북구,CU,정릉청수점,서울특별시 성북구 정릉동 966-101번지,37.6172263,127.0025601
성북구,CU,종암행복점,서울특별시 성북구 종암동 34-6번지,37.594077,127.0342516
성북구,CU,보문좋은점,서울특별시 성북구 보문동2가75-15번지,37.5850514,127.0181454
